"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"184","CONWAY","212.50","","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100650","  .00%",".00","212.50","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","000508","","100650","G179","","10/18/13","CALL TO ROUTE","    25","     2","43140","212.50","    .00",".00","","","","GA","","",
"185","CONWAY","246.50","","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100651","  .00%",".00","246.50","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","000509","","100651","G179","","10/18/13","CALL TO ROUTE","    29","    13","43140","246.50","    .00",".00","","","","MD","","",
"186","CONWAY","338.50","AS PER ELI, $8/CTN FOR FREIGHT","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100652","  .00%","24.00","338.50","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","000510","","100652","G180","","10/18/13","CALL TO ROUTE","    37","    14","376317","338.50","  24.00",".00","","","","NY","","",
"187","CONWAY","186.00","AS PER ELI, $8/CTN FOR FREIGHT","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100653","  .00%","16.00","186.00","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","000511","","100653","G180","","10/18/13","CALL TO ROUTE","    20","    13","376317","186.00","  16.00",".00","","","","NY","","",
"188","CONWAY","76.00","AS PER ELI, $8/CTN FOR FREIGHT","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100654","  .00%","8.00","76.00","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","000512","","100654","G180","","10/18/13","CALL TO ROUTE","     8","     1","376317","76.00","   8.00",".00","","","","NY","","",
"189","CONWAY","76.00","AS PER ELI, $8/CTN FOR FREIGHT","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100655","  .00%","8.00","76.00","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","000515","","100655","G180","","10/18/13","CALL TO ROUTE","     8","     1","376317","76.00","   8.00",".00","","","","NY","","",
"190","CONWAY","186.00","AS PER ELI, $8/CTN FOR FREIGHT","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100656","  .00%","16.00","186.00","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","002677","","100656","G180","","10/18/13","CALL TO ROUTE","    20","     2","376317","186.00","  16.00",".00","","","","NJ","","",
"191","CONWAY","211.50","AS PER ELI, $8/CTN FOR FREIGHT.","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100657","  .00%","16.00","211.50","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","002678","","100657","G180","","10/18/13","CALL TO ROUTE","    23","     2","376317","211.50","  16.00",".00","","","","PA","","",
"192","CONWAY","228.50","AS PER ELI, $8/CTN FOR FREIGHT","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100658","  .00%","16.00","228.50","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","002681","","100658","G180","","10/18/13","CALL TO ROUTE","    25","     2","376317","228.50","  16.00",".00","","","","CT","","",
"193","CONWAY","161.50","","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100659","  .00%",".00","161.50","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","CN0001","","100659","G179","","10/18/13","CALL TO ROUTE","    19","     2","43140","161.50","    .00",".00","","","","","","",
"194","CONWAY","212.50","","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100660","  .00%",".00","212.50","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","CN0002","","100660","G179","","10/18/13","CALL TO ROUTE","    25","     2","43140","212.50","    .00",".00","","","","","","",
"195","CONWAY","314.50","","No collection Info","","10/18/2013","NET 60","APRVD BY D","","Shipped","CN0001","376317","Open","100661","  .00%",".00","314.50","12/17/2013",".00","Invoice",".00","PB","70","61 to 90"," 60","","AF","08/13","","","","","","W","","","CN0003","","100661","G179","","10/18/13","CALL TO ROUTE","    37","    14","43140","314.50","    .00",".00","","","","","","",
"196","COLORS","971.18","","No collection Info","","01/28/2014","CBD","NONE","","Open","CS0001","102113A","Open","101496","  .00%","97.18","971.18","01/28/2014",".00","Invoice",".00","PB","28","1 to 30","  0","","EE","01/14","","","","","","","","","CS0001","","101496","","","  /  /","FEDEX GROUND","    49","     7","","971.18","  97.18",".00","","","","FL","","",
"197","COOKIE'S CHIDREN'S T","383.40","","No collection Info","000178","02/20/2014","1% 10 EOM + 30","783379","","Shipped","CT0001","608727","Open","101497"," 1.00%",".00","383.40","03/10/2014","3.83","Invoice",".00","PB","","Current","  0","","EE","01/14","","","","","","W","02/24/2014","","CT0001","","101497","G395","","02/20/14","WRAGTIME","    72","     6","02-1168865","383.40","    .00",".00","","","","NY","","",
"198","DD DISCOUNTS","2,280.00","","No collection Info","000049","09/26/2013","NET 60","214365","","Shipped","DD0001","7961983","Open","100278","  .00%",".00","2,280.00","11/25/2013",".00","Invoice",".00","PB","92","91 to 120"," 60","","AF","08/13","","","","","","W","09/27/2013","","DD001","","100278","G63","","09/26/13","call to route","   480","    40","136988","2,280.00","    .00",".00","","","","CA","","",
"199","DOLLAR GENERAL LLC","8,232.00","","No collection Info","000016","09/10/2013","NET 75","APRVD JM","","Shipped","DG0001","F0PV81","Open","100113","  .00%",".00","8,232.00","11/24/2013",".00","Invoice",".00","PB","93","91 to 120"," 75","","DS","08/13","","","","","","W","08/29/2013","","000527","","100113","G-091013","","09/10/13","","  2352","    49","","8,232.00","    .00",".00","","","","SC","","",
"200","DOLLAR GENERAL LLC","16,800.00","","No collection Info","000016","09/10/2013","NET 75","APRVD JM","","Shipped","DG0001","F0PV82","Open","100114","  .00%",".00","16,800.00","11/24/2013",".00","Invoice",".00","PB","93","91 to 120"," 75","","DS","08/13","","","","","","W","08/29/2013","","000528","","100114","G-091013","","09/10/13","","  4800","   100","","16,800.00","    .00",".00","","","","IN","","",
"201","DOLLAR GENERAL LLC","11,928.00","","No collection Info","000016","09/10/2013","NET 75","APRVD JM","","Shipped","DG0001","F0PV83","Open","100115","  .00%",".00","11,928.00","11/24/2013",".00","Invoice",".00","PB","93","91 to 120"," 75","","DS","08/13","","","","","","W","08/29/2013","","000529","","100115","G-091013","","09/10/13","","  3408","    71","","11,928.00","    .00",".00","","","","AL","","",
"202","DOLLAR GENERAL LLC","16,896.00","","No collection Info","000078","10/21/2013","NET 75","142139","","Shipped","DG0001","","Open","100709","  .00%",".00","16,896.00","01/05/2014",".00","Invoice",".00","PB","51","31 to 60"," 75","","DS","08/13","","","","","","W","10/25/2013","","000528","","","G201","","10/21/13"," VENDOR PORTAL","  8448","   132","142868","16,896.00","    .00",".00","","","","IN","","",
"203","DOLGENCORP LLC","18,000.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KM","Open","101162","  .00%",".00","18,000.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000519","","101162","G309","","12/17/13","CALL TO ROUTE","  6000","   125","165515","18,000.00","    .00",".00","","","","KY","","",
"204","DOLGENCORP LLC","18,288.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KP","Open","101164","  .00%",".00","18,288.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000521","","101164","G315","","12/17/13","CALL TO ROUTE","  6096","   127","165525","18,288.00","    .00",".00","","467216","","VA","","",
"205","DOLGENCORP LLC","23,328.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KQ","Open","101165","  .00%",".00","23,328.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000522","","101165","G316","","12/17/13","CALL TO ROUTE","  7776","   162","1655517","23,328.00","    .00",".00","","","","VA","","",
"206","DOLGENCORP LLC","25,632.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KR","Open","101166","  .00%",".00","25,632.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000524","","101166","G314","","12/17/13","CALL TO ROUTE","  8544","   178","165518","25,632.00","    .00",".00","","467155","","MO","","",
"207","DOLGENCORP LLC","25,200.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KT","Open","101167","  .00%",".00","25,200.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000525","","101167","G308","","12/17/13","CALL TO ROUTE","  8400","   175","165519","25,200.00","    .00",".00","","","","FL","","",
"208","DOLGENCORP LLC","24,768.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KV","Open","101168","  .00%",".00","24,768.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000526","","101168","G310","","12/17/13"," VENDOR PORTAL","  8256","   172","165520","24,768.00","    .00",".00","","","","OH","","",
"209","DOLGENCORP LLC","14,112.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KW","Open","101169","  .00%",".00","14,112.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000527","","101169","G312","","12/17/13","CALL TO ROUTE","  4704","    98","165521","14,112.00","    .00",".00","","","","SC","","",
"210","DOLGENCORP LLC","21,312.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KX","Open","101170","  .00%",".00","21,312.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000528","","101170","G311","","12/17/13","CALL TO ROUTE","  7104","   148","165522","21,312.00","    .00",".00","","","","IN","","",
"211","DOLGENCORP LLC","24,192.00","","No collection Info","000118","12/17/2013","NET 75","592554","","Shipped","DG0001","F0Y5KY","Open","101171","  .00%",".00","24,192.00","03/03/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/18/2013","","000529","","101171","G313","","12/17/13","CALL TO ROUTE","  8064","   168","165523","24,192.00","    .00",".00","","467209","","AL","","",
"212","DOLGENCORP LLC","44,928.00","","No collection Info","000120","12/18/2013","NET 75","592554","","Shipped","DG0001","F0Y5KN","Open","101163","  .00%",".00","44,928.00","03/04/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/19/2013","","000520","","101163","G319","","12/18/13","CALL TO ROUTE"," 14976","   312","165516","44,928.00","    .00",".00","","","","OK","","",
"213","DOLGENCORP LLC","4,608.00"," Adjust qty shipped 101172","No collection Info","000120","12/18/2013","NET 75","592554","","Shipped","DG0001","F0Y5MO","Open","101172","  .00%",".00","4,608.00","03/04/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","12/13","","","","","","W","12/19/2013","","000530","","101172","G320","","12/18/13","CALL TO ROUTE","  1536","    32","165524","4,608.00","    .00",".00","","","","CA","","",
"214","DOLGENCORP LLC","1,785.60","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F11581","Open","101386","  .00%",".00","1,785.60","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000516","","101386","G341","","01/17/14"," VENDOR PORTAL","   864","    18","173462","1,785.60","    .00",".00","","","","TN","","",
"215","DOLGENCORP LLC","2,774.40","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F1157R","Open","101387","  .00%",".00","2,774.40","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000519","","101387","G342","","01/17/14"," VENDOR PORTAL","  1344","    28","173463","2,774.40","    .00",".00","","","","KY","","",
"216","DOLGENCORP LLC","9,494.40","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F1157T","Open","101388","  .00%",".00","9,494.40","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000520","","101388","G342","","01/17/14"," VENDOR PORTAL","  4608","    96","173464","9,494.40","    .00",".00","","","","TN","","",
"217","DOLGENCORP LLC","2,280.00","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F1157V","Open","101389","  .00%",".00","2,280.00","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000521","","101389","G342","","01/17/14"," VENDOR PORTAL","  1104","    23","173465","2,280.00","    .00",".00","","","","VA","","",
"218","DOLGENCORP LLC","4,060.80","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F1157W","Open","101390","  .00%",".00","4,060.80","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000522","","101390","G342","","01/17/14"," VENDOR PORTAL","  1968","    41","173466","4,060.80","    .00",".00","","","","MS","","",
"219","DOLGENCORP LLC","3,268.80","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F1157X","Open","101391","  .00%",".00","3,268.80","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000524","","101391","G342","","01/17/14"," VENDOR PORTAL","  1584","    33","","3,268.80","    .00",".00","","173467","","MO","","",
"220","DOLGENCORP LLC","4,948.80","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F1157Y","Open","101392","  .00%",".00","4,948.80","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000525","","101392","G342","","01/17/14"," VENDOR PORTAL","  2400","    50","173468","4,948.80","    .00",".00","","","","FL","","",
"221","DOLGENCORP LLC","3,072.00","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F11580","Open","101393","  .00%",".00","3,072.00","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000526","","101393","G341","","01/17/14"," VENDOR PORTAL","  1488","    31","173469","3,072.00","    .00",".00","","","","OH","","",
"222","DOLGENCORP LLC","3,470.40","","No collection Info","000136","01/17/2014","NET 75","592554","","Shipped","DG0001","F11582","Open","101394","  .00%",".00","3,470.40","04/02/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","01/14","","","","","","W","01/20/2014","","000528","","101394","G341","","01/17/14"," VENDOR PORTAL","  1680","    35","173470","3,470.40","    .00",".00","","","","IN","","",
