"Seq","Status","TS Status","Account No.","Name","Assign. No.","Amount*","Reference","Date","Cust PO","Terms","Approval","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Description","Collection","Ship-To","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"211","Open","Shipped","RE0001","RED APPLE STORES INC","000076","2,435.40","100733","10/18/2013","1245878-00","NET 30","433423","  .00%",".00","2,435.40","11/17/2013",".00","Invoice",".00","PB","52","31 to 60"," 30","","EE","10/13","","","","","","W","10/25/2013","","","No collection Info","RE0001","","","100733","G183","","10/18/13","CALL TO ROUTE","   396","    33","14724","2,435.40","    .00",".00","","465700","","ON","","",
"212","Open","Shipped","RE0001","RED APPLE STORES INC","000076","1,490.40","100741","10/18/2013","1245885-00","NET 30","433423","  .00%",".00","1,490.40","11/17/2013",".00","Invoice",".00","PB","52","31 to 60"," 30","","EE","10/13","","","","","","W","10/25/2013","","","No collection Info","RE0001","","","100741","G183","","10/18/13","CALL TO ROUTE","   276","    23","147247","1,490.40","    .00",".00","","465700","","ON","","",
"213","Open","Shipped","SE0001","SEARS","000089","1,380.00","100978","11/04/2013","08780694636","NET 30","NONE (EC)","  .00%",".00","1,380.00","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","DS","10/13","","","","","","W","11/11/2013","","","No collection Info","SE0002","","","100978","G247","","11/04/13","CALL TO ROUTE","   276","    46","152508","1,380.00","    .00",".00","","","","","","",
"214","Open","Shipped","SE0001","SEARS","000089","240.00","100979","11/04/2013","08936679136","NET 30","NONE (EC)","  .00%",".00","240.00","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","DS","10/13","","","","","","W","11/11/2013","","","No collection Info","SE0003","","","100979","G248","","11/04/13","CALL TO ROUTE","    48","     8","152509","240.00","    .00",".00","","","","","","",
"215","Open","Shipped","SE0001","SEARS","000089","2,430.00","100980","11/04/2013","08937656276","NET 30","NONE (EC)","  .00%",".00","2,430.00","12/04/2013",".00","Invoice",".00","PB","35","31 to 60"," 30","","DS","10/13","","","","","","W","11/11/2013","","","No collection Info","SE0004","","","100980","G249","","11/04/13","CALL TO ROUTE","   486","    81","152510","2,430.00","    .00",".00","","","","","","",
"216","Open","Shipped","SM0001","STEIN MART","000067","189.00","100336","10/15/2013","691583003","NET 10 EOM + 30","214696","  .00%",".00","189.00","12/10/2013",".00","Invoice",".00","PB","29","1 to 30"," 30","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002167","","","100336","G133","","10/15/13","NART-NATIONAL R","    36","     3","149131","189.00","    .00",".00","000012","","","TN","","",
"217","Open","Shipped","SM0001","STEIN MART","000068","189.00","100337","10/15/2013","691583004","NET 10 EOM + 30","214696","  .00%",".00","189.00","12/10/2013",".00","Invoice",".00","PB","29","1 to 30"," 30","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002168","","","100337","G133","","10/15/13","REFER TO ROUTIN","    36","     3","149131","189.00","    .00",".00","000012","","","KY","","",
"218","Open","Shipped","SM0001","STEIN MART","000068","378.00","100338","10/15/2013","691583006","NET 10 EOM + 30","214696","  .00%",".00","378.00","12/10/2013",".00","Invoice",".00","PB","29","1 to 30"," 30","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002169","","","100338","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","MS","","",
"219","Open","Shipped","SM0001","STEIN MART","000068","189.00","100346","10/15/2013","691583032","NET 10 EOM + 30","214696","  .00%",".00","189.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002181","","","100346","G133","","10/15/13","REFER TO ROUTIN","    36","     3","149131","189.00","    .00",".00","000012","","","TN","","",
"220","Open","Shipped","SM0001","STEIN MART","000068","378.00","100347","10/15/2013","691583037","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002184","","","100347","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","FL","","",
"221","Open","Shipped","SM0001","STEIN MART","000068","378.00","100348","10/15/2013","691583042","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002187","","","100348","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","NC","","",
"222","Open","Shipped","SM0001","STEIN MART","000068","378.00","100349","10/15/2013","691583045","NET 10 EOM + 30","214696","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002189","","","100349","G133","","10/15/13","REFER TO ROUTIN","    72","     6","NONE","378.00","    .00",".00","000012","","","FL","","",
"223","Open","Shipped","SM0001","STEIN MART","000068","378.00","100350","10/15/2013","691583047","NET 10 EOM + 30","214696","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002190","","","100350","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","NC","","",
"224","Open","Shipped","SM0001","STEIN MART","000071","189.00","100351","10/15/2013","691583049","NET 10 EOM + 30","214696","  .00%",".00","189.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002192","","","100351","G133","","10/15/13","REFER TO ROUTIN","    36","     3","149131","189.00","    .00",".00","000012","","","VA","","",
"225","Open","Shipped","SM0001","STEIN MART","000071","378.00","100352","10/15/2013","691583051","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002193","","","100352","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","FL","","",
"226","Open","Shipped","SM0001","STEIN MART","000071","378.00","100353","10/15/2013","691583052","NET 10 EOM + 30","214696","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002194","","","100353","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","FL","","",
"227","Open","Shipped","SM0001","STEIN MART","000071","378.00","100354","10/15/2013","691583053","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002195","","","100354","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","GA","","",
"228","Open","Shipped","SM0001","STEIN MART","000071","378.00","100355","10/15/2013","691583057","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002196","","","100355","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","FL","","",
"229","Open","Shipped","SM0001","STEIN MART","000071","378.00","100356","10/15/2013","691583058","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002197","","","100356","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","FL","","",
"230","Open","Shipped","SM0001","STEIN MART","000071","378.00","100357","10/15/2013","691583060","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002198","","","100357","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","OH","","",
"231","Open","Shipped","SM0001","STEIN MART","000071","378.00","100358","10/15/2013","691583062","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002199","","","100358","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","OH","","",
"232","Open","Shipped","SM0001","STEIN MART","000071","378.00","100359","10/15/2013","691583063","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002200","","","100359","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","TN","","",
"233","Open","Shipped","SM0001","STEIN MART","000071","378.00","100360","10/15/2013","691583071","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002202","","","100360","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","IN","","",
"234","Open","Shipped","SM0001","STEIN MART","000071","189.00","100361","10/15/2013","691583073","NET 10 EOM + 30","NONE","  .00%",".00","189.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002203","","","100361","G133","","10/15/13","REFER TO ROUTIN","    36","     3","149131","189.00","    .00",".00","000012","","","GA","","",
"235","Open","Shipped","SM0001","STEIN MART","000071","378.00","100362","10/15/2013","691583075","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002205","","","100362","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","NC","","",
"236","Open","Shipped","SM0001","STEIN MART","000071","378.00","100363","10/15/2013","691583076","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002206","","","100363","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","FL","","",
"237","Open","Shipped","SM0001","STEIN MART","000071","378.00","100364","10/15/2013","691583087","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002208","","","100364","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","IN","","",
"238","Open","Shipped","SM0001","STEIN MART","000071","378.00","100365","10/15/2013","691583092","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002209","","","100365","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","GA","","",
"239","Open","Shipped","SM0001","STEIN MART","000071","189.00","100366","10/15/2013","691583094","NET 10 EOM + 30","NONE","  .00%",".00","189.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002210","","","100366","G133","","10/15/13","REFER TO ROUTIN","    36","     3","149131","189.00","    .00",".00","000012","","","VA","","",
"240","Open","Shipped","SM0001","STEIN MART","000071","378.00","100367","10/15/2013","691583096","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002211","","","100367","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","NC","","",
"241","Open","Shipped","SM0001","STEIN MART","000071","378.00","100368","10/15/2013","691583100","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002213","","","100368","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","GA","","",
"242","Open","Shipped","SM0001","STEIN MART","000071","378.00","100369","10/15/2013","691583102","NET 10 EOM + 30","NONE","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002214","","","100369","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","GA","","",
"243","Open","Shipped","SM0001","STEIN MART","000071","378.00","100370","10/15/2013","691583103","NET 10 EOM + 30","214696","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002215","","","100370","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","NC","","",
"244","Open","Shipped","SM0001","STEIN MART","000071","378.00","100371","10/15/2013","691583105","NET 10 EOM + 30","214696","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002216","","","100371","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","IN","","",
"245","Open","Shipped","SM0001","STEIN MART","000071","378.00","100372","10/15/2013","691583108","NET 10 EOM + 30","214696","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002217","","","100372","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","FL","","",
"246","Open","Shipped","SM0001","STEIN MART","000071","378.00","100373","10/15/2013","691583116","NET 10 EOM + 30","214696","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002218","","","100373","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","PA","","",
"247","Open","Shipped","SM0001","STEIN MART","000072","378.00","100374","10/15/2013","691583119","NET 10 EOM + 30","214696","  .00%",".00","378.00","11/10/2013",".00","Invoice",".00","PB","59","31 to 60","  0","","EE","08/13","","","","","","W","10/16/2013","","","No collection Info","002219","","","100374","G133","","10/15/13","REFER TO ROUTIN","    72","     6","149131","378.00","    .00",".00","000012","","","FL","","",
