"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","State", 
"318","Open","US0001","US MARINE CORPS","Invoice","101035","159.63","8.43","  .00%",".00",".00","159.63","NET 30","AF","11/04/2013","W","PB","61","31 to 60"," 30","12/04/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","1200","001411","591974","","AS PER FREIGHT CALCULATOR","101035","","","CA",
"319","Open","US0001","US MARINE CORPS","Invoice","101036","219.56","9.56","  .00%",".00",".00","219.56","NET 30","AF","11/04/2013","W","PB","61","31 to 60"," 30","12/04/2013","","10/13","","","","","","000109","12/03/2013","","","No collection Info","1256","001411","591974","","AS PER FREIGHT CALCULATOR","101036","","","CA",
"320","Open","KG0001","K&G FASHION SUPERSTO","Invoice","101041","1,260.00",".00","  .00%",".00",".00","1,260.00","NET 30","EE","11/05/2013","W","PB","60","31 to 60"," 30","12/05/2013","","10/13","","","","","","000111","12/03/2013","","","No collection Info","K05860201","KG0001","250185","","","101041","","","TX",
"321","Open","KG0001","K&G FASHION SUPERSTO","Invoice","101042","840.00",".00","  .00%",".00",".00","840.00","NET 30","EE","11/05/2013","W","PB","60","31 to 60"," 30","12/05/2013","","10/13","","","","","","000108","12/03/2013","","","No collection Info","K05860301","KG0001","250185","","","101042","","","TX",
"322","Open","DG0001","DOLGENCORP LLC","Invoice","101049","24,048.00",".00","  .00%",".00",".00","24,048.00","NET 75","DS","11/11/2013","W","PB","8","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MH","000519","592554","","","101049","","","TN",
"323","Open","DG0001","DOLGENCORP LLC","Invoice","101050","54,288.00",".00","  .00%",".00",".00","54,288.00","NET 75","DS","11/12/2013","W","PB","7","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MJ","000520","592554","","","101050","","","OK",
"324","Open","DG0001","DOLGENCORP LLC","Invoice","101051","25,632.00",".00","  .00%",".00",".00","25,632.00","NET 75","DS","11/11/2013","W","PB","8","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MK","000521","592554","","","101051","","","VA",
"325","Open","DG0001","DOLGENCORP LLC","Invoice","101052","30,816.00",".00","  .00%",".00",".00","30,816.00","NET 75","DS","11/12/2013","W","PB","7","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MM","000522","592554","","","101052","","","MS",
"326","Open","DG0001","DOLGENCORP LLC","Invoice","101053","35,568.00",".00","  .00%",".00",".00","35,568.00","NET 75","DS","11/11/2013","W","PB","8","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MN","000524","592554","","","101053","","","MO",
"327","Open","DG0001","DOLGENCORP LLC","Invoice","101054","31,680.00",".00","  .00%",".00",".00","31,680.00","NET 75","DS","11/12/2013","W","PB","7","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MP","000525","592554","","","101054","","","FL",
"328","Open","DG0001","DOLGENCORP LLC","Invoice","101055","33,552.00",".00","  .00%",".00",".00","33,552.00","NET 75","DS","11/12/2013","W","PB","7","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MQ","000526","592554","","","101055","","","OH",
"329","Open","DG0001","DOLGENCORP LLC","Invoice","101056","21,600.00",".00","  .00%",".00",".00","21,600.00","NET 75","DS","11/11/2013","W","PB","8","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MR","000527","592554","","","101056","","","SC",
"330","Open","DG0001","DOLGENCORP LLC","Invoice","101057","29,808.00",".00","  .00%",".00",".00","29,808.00","NET 75","DS","11/12/2013","W","PB","7","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MT","000528","592554","","","101057","","","IN",
"331","Open","DG0001","DOLGENCORP LLC","Invoice","101058","31,824.00",".00","  .00%",".00",".00","31,824.00","NET 75","DS","11/11/2013","W","PB","8","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MV","000529","592554","","","101058","","","AL",
"332","Open","DG0001","DOLGENCORP LLC","Invoice","101059","6,624.00",".00","  .00%",".00",".00","6,624.00","NET 75","DS","11/12/2013","W","PB","7","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MW","000530","592554","","","101059","","","CA",
"333","Open","AL0001","ALCO STORES","Invoice","101060","51,192.00",".00","  .00%",".00",".00","51,192.00","NET 60","AF","11/14/2013","W","PB","20","Current"," 60","01/14/2014","","11/13","","","","","","000101","11/19/2013","","","No collection Info","804050","001688","509157","","","101060","","","",
"334","Open","NS0001","NORDSTROMS","Invoice","101063","646.09","28.69","  .00%",".00",".00","646.09","NET 45","EE","11/15/2013","W","PB","35","1 to 30"," 45","12/30/2013","","11/13","","","","","","000110","12/03/2013","","","No collection Info","6251619","NS0001","CAN'T WAIT","","","101063","","","WA",
"335","Open","MA0001","THE MARMAXX GROUP","Invoice","101068","6,930.00",".00","  .00%",".00",".00","6,930.00","NET 60","AF","11/08/2013","W","PB","26","1 to 30"," 60","01/08/2014","","11/13","","","","","","000100","11/14/2013","","","No collection Info","919814","MA0001","606042","","","101068","","","PA",
"336","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101070","19,448.00",".00","  .00%",".00",".00","19,448.00","NET 30","AF","11/15/2013","W","PB","50","1 to 30"," 30","12/15/2013","","11/13","","","","","","000110","12/03/2013","","","No collection Info","E 29050","BN0001","663371","","","101070","","","NY",
"337","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101071","2,496.00",".00","  .00%",".00",".00","2,496.00","NET 30","JB","11/05/2013","W","PB","60","31 to 60"," 30","12/05/2013","","11/13","","","","","","000092","11/11/2013","","","No collection Info","124787","BN0001","215375","","SHIPPED ON 07/19. GCT REF # 125397.","101071","","","NY",
"338","Open","TJ0001","TJ MAXX","Invoice","101078","4,657.50",".00","  .00%",".00",".00","4,657.50","NET 60","AF","11/20/2013","W","PB","14","Current"," 60","01/20/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","30 919798","TJ0899","654420","","","101078","","","PA",
"339","Open","CL0001","CAROLINA CASH CO., I","Invoice","101081","2,574.44","220.40","  .00%",".00",".00","2,574.44","NET 30","EE","11/19/2013","W","PB","46","1 to 30"," 30","12/19/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","101913","CL0001","676817","","","101081","","","SC",
"340","Open","TK0001","TK MAXX","Invoice","101088","5,106.00",".00","  .00%",".00",".00","5,106.00","ROG + 60","AF","11/20/2013","W","PB","9","Current"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","50 155959","TK0001","654541","","","101088","","","",
"341","Open","TK0001","TK MAXX","Invoice","101089","2,820.00",".00","  .00%",".00",".00","2,820.00","ROG + 60","AF","11/22/2013","W","PB","7","Current"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","50 155966","TK0001","654541","","","101089","","","",
"342","Open","TK0001","TK MAXX","Invoice","101090","1,824.00",".00","  .00%",".00",".00","1,824.00","ROG + 60","AF","11/22/2013","W","PB","7","Current"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","50 155968","TK0001","654541","","","101090","","","",
"343","Open","TK0001","TK MAXX","Invoice","101091","15,087.00",".00","  .00%",".00",".00","15,087.00","ROG + 60","AF","11/20/2013","W","PB","9","Current"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","50 156593","TK0001","654541","","","101091","","","",
"344","Open","TK0001","TK MAXX","Invoice","101092","1,296.00",".00","  .00%",".00",".00","1,296.00","ROG + 60","AF","11/20/2013","W","PB","9","Current"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","55 155960","TK0001","654541","","","101092","","","",
"345","Open","TK0001","TK MAXX","Invoice","101093","1,458.00",".00","  .00%",".00",".00","1,458.00","ROG + 60","AF","11/22/2013","W","PB","7","Current"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","55 155967","TK0001","654541","","","101093","","","",
"346","Open","TK0001","TK MAXX","Invoice","101094","1,020.00",".00","  .00%",".00",".00","1,020.00","ROG + 60","AF","11/22/2013","W","PB","7","Current"," 65","01/27/2014","","11/13","","","","","","000104","12/02/2013","","","No collection Info","55 155969","TK0001","654541","","","101094","","","",
"347","Open","TK0001","TK MAXX","Invoice","101095","3,720.00",".00","  .00%",".00",".00","3,720.00","ROG + 60","AF","11/20/2013","W","PB","9","Current"," 65","01/25/2014","","11/13","","","","","","000103","11/22/2013","","","No collection Info","55 156594","TK0001","654541","","","101095","","","",
"348","Open","KO0001","OK KIDS","Invoice","101108","6,157.20",".00","  .00%",".00",".00","6,157.20","CBD","EE","11/11/2013","W","PB","84","31 to 60","  0","11/11/2013","","11/13","","","","","","000101","11/19/2013","","","No collection Info","DIRECT082213","KO0001","","","","101108","","","CN",
"349","Open","GO0001","GONZALEZ ASSOCIATES","Invoice","101109","600.00",".00","  .00%",".00",".00","600.00","NET 60","MC","11/01/2013","W","PB","34","1 to 30"," 60","12/31/2013","","11/13","","","","","","000110","12/03/2013","","","No collection Info","SAL-3337","GO0001","397332 MT","","","101109","","","CA",
"350","Open","YF0001","YFS INC","Invoice","101110","1,221.20","167.00","  .00%",".00","18.00","1,221.20","NET 30","EE","12/04/2013","W","PB","30","1 to 30"," 30","01/04/2014","","11/13","","","","","","000112","12/06/2013","","","No collection Info","111113","YF0001","730546","","","101110","","","CT",
"351","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101111","5,217.75",".00","  .00%",".00",".00","5,217.75","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29018","BN0001","663369","","","101111","","","NY",
"352","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101112","22,349.25",".00","  .00%",".00",".00","22,349.25","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29018-1","BN0001","663369","","","101112","","","NY",
"353","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101113","2,902.50",".00","  .00%",".00",".00","2,902.50","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29020","BN0001","663369","","","101113","","","NY",
"354","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101114","12,690.00",".00","  .00%",".00",".00","12,690.00","NET 30","AF","11/20/2013","W","PB","45","1 to 30"," 30","12/20/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29020-1","BN0001","663369","","","101114","","","NY",
"355","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101115","6,567.75",".00","  .00%",".00",".00","6,567.75","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29022","BN0001","663369","","","101115","","","NY",
"356","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101116","34,539.75",".00","  .00%",".00",".00","34,539.75","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29022-1","BN0001","663369","","","101116","","","NY",
"357","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101117","4,569.75",".00","  .00%",".00",".00","4,569.75","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29024","BN0001","663369","","","101117","","","NY",
"358","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101118","8,829.00",".00","  .00%",".00",".00","8,829.00","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29024-1","BN0001","663369","","","101118","","","NY",
"359","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101119","600.75",".00","  .00%",".00",".00","600.75","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29026-1","BN0001","663369","","","101119","","","NY",
"360","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101120","229.50",".00","  .00%",".00",".00","229.50","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29028","BN0001","663369","","","101120","","","NY",
"361","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101121","36,281.25",".00","  .00%",".00",".00","36,281.25","NET 30","AF","11/13/2013","W","PB","52","1 to 30"," 30","12/13/2013","","11/13","","","","","","000102","11/20/2013","","","No collection Info","E 29028-1","BN0001","663369","","","101121","","","NY",
"362","Open","BN0001","BEN ELIAS INDUSTRIES","Invoice","101122","357.95","54.20","  .00%",".00",".00","357.95","NET 30","AF","11/21/2013","W","PB","44","1 to 30"," 30","12/21/2013","","11/13","","","","","","000110","12/03/2013","","","No collection Info","E 29026","BN0001","663369","","","101122","","","NY",
"363","Open","MI0001","MINI MAX","Invoice","101142","713.28","44.28","  .00%",".00","15.00","713.28","Net 30","MC","12/09/2013","W","PB","25","Current"," 30","01/09/2014","","12/13","","","","","","000114","12/13/2013","","","No collection Info","120313","MI0001","784994","","","101142","","","NY",
"364","Open","SW0001","SW RETAIL","Invoice","101144","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","30","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001698","752780","","","101144","","","NY",
"365","Open","SW0001","SW RETAIL","Invoice","101145","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","30","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001699","752780","","","101145","","","NY",
"366","Open","SW0001","SW RETAIL","Invoice","101146","486.00",".00","  .00%",".00",".00","486.00","NET 30","EE","12/04/2013","W","PB","30","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001702","752780","","","101146","","","NJ",
"367","Open","SW0001","SW RETAIL","Invoice","101147","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","30","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001704","752780","","","101147","","","NY",
"368","Open","SW0001","SW RETAIL","Invoice","101148","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","30","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001706","752780","","","101148","","","NY",
"369","Open","SW0001","SW RETAIL","Invoice","101149","612.00",".00","  .00%",".00",".00","612.00","NET 30","EE","12/04/2013","W","PB","30","1 to 30"," 30","01/04/2014","","12/13","","","","","","000116","12/17/2013","","","No collection Info","JDE1213","001708","752780","","","101149","","","IN",
