"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"196","Open","MA0001","THE MARMAXX GROUP","Invoice","100718","1,035.00",".00","  .00%",".00",".00","1,035.00","NET 60","AF","10/22/2013","W","PB","18","1 to 30"," 60","12/21/2013","","10/13","","","","","","000075","10/25/2013","","","No collection Info","01850634","MA0881","342795","","","100718","G195","","Shipped","10/22/13","CALL TO ROUTE","   180","    30","147045","1,035.00","    .00",".00","","","","NV","","",
"197","Open","MA0001","THE MARMAXX GROUP","Invoice","101009","4,387.50",".00","  .00%",".00",".00","4,387.50","NET 60","AF","10/30/2013","W","PB","10","1 to 30"," 60","12/29/2013","","10/13","","","","","","000108","12/03/2013","","","No collection Info","01 879799","MA0881","606402","","","101009","G237","","Shipped","10/30/13","CALL TO ROUTE","   702","   117","153026","4,387.50","    .00",".00","","","","NV","","",
"198","Open","MA0001","THE MARMAXX GROUP","Invoice","101068","6,930.00",".00","  .00%",".00",".00","6,930.00","NET 60","AF","11/08/2013","W","PB","0","Current"," 60","01/08/2014","","11/13","","","","","","000100","11/14/2013","","","No collection Info","919814","MA0001","606042","","","101068","G267","","Shipped","11/08/13","CALL TO ROUTE","  1848","   154","154177","6,930.00","    .00",".00","","466585","","PA","","",
"199","Open","MC0001","MODECRAFT","Invoice","100540","5,628.00",".00","  .00%",".00",".00","5,628.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","117693801","000691","342854",""," Adjust qty shipped 100540","100540","G95","","Shipped","10/01/13","CALL TO ROUTE","   804","    67","140188","5,628.00","    .00",".00","","","","CA","","",
"200","Open","MC0001","MODECRAFT","Invoice","100541","6,300.00",".00","  .00%",".00",".00","6,300.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","117693802","000691","342854","","","100541","G95","","Shipped","10/01/13","CALL TO ROUTE","   900","    75","140188","6,300.00","    .00",".00","","463720","","CA","","",
"201","Open","MC0001","MODECRAFT","Invoice","100542","6,300.00",".00","  .00%",".00",".00","6,300.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","117693803","000691","342854","","","100542","G95","","Shipped","10/01/13","CALL TO ROUTE","   900","    75","140188","6,300.00","    .00",".00","","","","CA","","",
"202","Open","MC0001","MODECRAFT","Invoice","100543","11,925.00",".00","  .00%",".00",".00","11,925.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","345895002","000691","342850","","","100543","G95","","Shipped","10/01/13","CALL TO ROUTE","  1908","   159","140188","11,925.00","    .00",".00","","","","CA","","",
"203","Open","MC0001","MODECRAFT","Invoice","100544","3,750.00",".00","  .00%",".00",".00","3,750.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","345895003","000691","342850","","","100544","G95","","Shipped","10/01/13","CALL TO ROUTE","   600","    50","140188","3,750.00","    .00",".00","","","","CA","","",
"204","Open","MC0001","MODECRAFT","Invoice","100545","11,925.00",".00","  .00%",".00",".00","11,925.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","345895004","000691","342850","","","100545","G95","","Shipped","10/01/13","CALL TO ROUTE","  1908","   159","140188","11,925.00","    .00",".00","","","","CA","","",
"205","Open","MC0001","MODECRAFT","Invoice","100546","3,750.00",".00","  .00%",".00",".00","3,750.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","345895005","000691","342850","","","100546","G95","","Shipped","10/01/13","CALL TO ROUTE","   600","    50","140188","3,750.00","    .00",".00","","","","CA","","",
"206","Open","MC0001","MODECRAFT","Invoice","100547","6,300.00",".00","  .00%",".00",".00","6,300.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","345895006","000691","342850","","","100547","G95","","Shipped","10/01/13","CALL TO ROUTE","  1200","   100","140188","6,300.00","    .00",".00","","","","CA","","",
"207","Open","MC0001","MODECRAFT","Invoice","100548","4,725.00",".00","  .00%",".00",".00","4,725.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","345895007","000691","342850","","","100548","G95","","Shipped","10/01/13","CALL TO ROUTE","   900","    75","140188","4,725.00","    .00",".00","","","","CA","","",
"208","Open","MC0001","MODECRAFT","Invoice","100549","6,300.00",".00","  .00%",".00",".00","6,300.00","ROG + 30","AF","10/01/2013","W","PB","64","61 to 90"," 35","11/05/2013","","08/13","","","","","","000053","10/03/2013","","","No collection Info","345895008","000691","342850","","","100549","G95","","Shipped","10/01/13","CALL TO ROUTE","  1200","   100","140188","6,300.00","    .00",".00","","","","CA","","",
"209","Open","MC0001","MODECRAFT","Invoice","100920","3,150.00",".00","  .00%",".00",".00","3,150.00","ROG + 30","AF","11/05/2013","W","PB","29","1 to 30"," 35","12/10/2013","","10/13","","","","","","000090","11/11/2013","","","No collection Info","345902803","000691","506839","","","100920","G263","","Shipped","11/05/13","CALL TO ROUTE","   900","    75","151627","3,150.00","    .00",".00","","","","CA","","",
"210","Open","MC0001","MODECRAFT","Invoice","100921","3,150.00",".00","  .00%",".00",".00","3,150.00","ROG + 30","AF","11/05/2013","W","PB","29","1 to 30"," 35","12/10/2013","","10/13","","","","","","000090","11/11/2013","","","No collection Info","345902804","000691","358206","","","100921","G263","","Shipped","11/05/13","CALL TO ROUTE","   900","    75","151627","3,150.00","    .00",".00","","","","CA","","",
"211","Open","MC0001","MODECRAFT","Invoice","100922","4,200.00",".00","  .00%",".00",".00","4,200.00","ROG + 30","AF","11/05/2013","W","PB","29","1 to 30"," 35","12/10/2013","","10/13","","","","","","000090","11/11/2013","","","No collection Info","345902805","000691","506836","","","100922","G263","","Shipped","11/05/13","CALL TO ROUTE","  1200","   100","151627","4,200.00","    .00",".00","","","","CA","","",
"212","Open","MC0001","MODECRAFT","Invoice","100923","3,150.00",".00","  .00%",".00",".00","3,150.00","ROG + 30","AF","11/05/2013","W","PB","29","1 to 30"," 35","12/10/2013","","10/13","","","","","","000090","11/11/2013","","","No collection Info","345902806","000691","506838","","","100923","G263","","Shipped","11/05/13","CALL TO ROUTE","   900","    75","151627","3,150.00","    .00",".00","","","","CA","","",
"213","Open","MC0001","MODECRAFT","Invoice","100924","3,150.00",".00","  .00%",".00",".00","3,150.00","ROG + 30","AF","11/05/2013","W","PB","29","1 to 30"," 35","12/10/2013","","10/13","","","","","","000090","11/11/2013","","","No collection Info","345902807","000691","506833","","","100924","G263","","Shipped","11/05/13","CALL TO ROUTE","   900","    75","151627","3,150.00","    .00",".00","","","","CA","","",
"214","Open","MC0001","MODECRAFT","Invoice","100929","1,722.00",".00","  .00%",".00",".00","1,722.00","ROG + 30","AF","11/05/2013","W","PB","29","1 to 30"," 35","12/10/2013","","10/13","","","","","","000090","11/11/2013","","","No collection Info","345902812","000691","506834","","","100929","G263","","Shipped","11/05/13","GCTN-GREAT CENT","   492","    41","151627","1,722.00","    .00",".00","","","","CA","","",
"215","Open","MR0001","M AND R CHILDRENSWEA","Invoice","100296","351.16","63.16","  .00%",".00",".00","351.16","NET 30","EE","09/20/2013","W","PB","80","61 to 90"," 30","10/20/2013","","08/13","","","","","","000045","09/20/2013","","","No collection Info","2155","MR0001","108685","","","100296","G25","","Shipped","09/20/13","","    48","     4","2155","351.16","  63.16",".00","","","","NY","","",
"216","Open","MR0001","M AND R CHILDRENSWEA","Invoice","100297","211.70","29.30","  .00%",".00",".00","211.70","NET 30","EE","09/20/2013","W","PB","80","61 to 90"," 30","10/20/2013","","08/13","","","","","","000045","09/20/2013","","","No collection Info","2157","MR0001","108685","","","100297","G26","","Shipped","09/20/13","","    24","     2","2157","211.70","  29.30",".00","","","","NY","","",
"217","Open","MR0001","M AND R CHILDRENSWEA","Invoice","100991","192.66","35.46","  .00%",".00",".00","192.66","NET 30","EE","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","2155","MR0001","507568","","","100991","G235","","Shipped","10/30/13","FEDEX GROUND","    24","     2","","192.66","  35.46",".00","","55784138688","","NY","","",
"218","Open","NA0001","NATIONAL STORES","Invoice","100595","2,400.00",".00","  .00%",".00",".00","2,400.00","ROG + 60","MC","10/14/2013","W","PB","21","1 to 30"," 65","12/18/2013","","08/13","","","","","","000063","10/16/2013","","","No collection Info","186193-00/274212","0996","110337","","","100595","G167","","Shipped","10/14/13","CALL TO ROUTE","   240","    20","140541","2,400.00","    .00",".00","","","","TX","","",
"219","Open","NA0001","NATIONAL STORES","Invoice","100596","3,600.00",".00","  .00%",".00",".00","3,600.00","ROG + 60","MC","10/14/2013","W","PB","21","1 to 30"," 65","12/18/2013","","08/13","","","","","","000063","10/16/2013","","","No collection Info","186161-00/274212","NA0001","110337","","","100596","G168","","Shipped","10/14/13","CALL TO ROUTE","   360","    30","140542","3,600.00","    .00",".00","","","","CA","","",
"220","Open","NS0001","NORDSTROMS","Invoice","101063","646.09","28.69","  .00%",".00",".00","646.09","NET 45","EE","11/15/2013","W","PB","9","1 to 30"," 45","12/30/2013","","11/13","","","","","","000110","12/03/2013","","","No collection Info","6251619","NS0001","CAN'T WAIT","","","101063","G276","","Shipped","11/15/13","SURFACE","    18","     2","","646.09","  28.69",".00","","","","WA","","",
"221","Open","NV0001","NAVY EXCHANGE NEXCOM","Invoice","101005","1,620.00",".00","  .00%",".00",".00","1,620.00","NET 30","AF","10/25/2013","W","PB","45","31 to 60"," 30","11/24/2013","","10/13","","","","","","000112","12/06/2013","","","No collection Info","15002614","NV0001","342817","","","101005","G254","","Shipped","10/29/13","BEST OVERNITE","   216","    18","152511","1,620.00","    .00",".00","","","","FL","","",
"222","Open","NV0001","NAVY EXCHANGE NEXCOM","Invoice","101006","1,950.00",".00","  .00%",".00",".00","1,950.00","NET 30","AF","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000089","11/11/2013","","","No collection Info","BABYTOGS-000135","BTKIDS","342823","","","101006","G253","","Shipped","11/04/13","CALL TO ROUTE","   156","    13","151070","1,950.00","    .00",".00","","","","FL","","",
"223","Open","NV0001","NAVY EXCHANGE NEXCOM","Invoice","101008","5,034.00",".00","  .00%",".00",".00","5,034.00","NET 30","JB","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000112","12/06/2013","","","No collection Info","BABYTOGS-15002644","NV0001","342820","","","101008","G256","","Shipped","11/04/13","BEST OVERNITE","   396","    33","","5,034.00","    .00",".00","","","","FL","","",
"224","Open","RA0001","RAQUEL DISCOUNT STOR","Invoice","100298","175.58","31.58","  .00%",".00",".00","175.58","NET 30","EE","09/20/2013","W","PB","80","61 to 90"," 30","10/20/2013","","08/13","","","","","","000045","09/20/2013","","","Contacted Customer","2155","RA0001","109934","","SENT POD 11/21/13","100298","G20","","Shipped","09/20/13","","    24","     2","2157","175.58","  31.58",".00","","","","NY","","",
"225","Open","RA0001","RAQUEL DISCOUNT STOR","Invoice","100299","211.70","29.30","  .00%",".00",".00","211.70","NET 30","EE","09/20/2013","W","PB","80","61 to 90"," 30","10/20/2013","","08/13","","","","","","000045","09/20/2013","","","No collection Info","2157","RA0001","109934","","","100299","G21","","Shipped","09/20/13","","    24","     2","2157","211.70","  29.30",".00","","","","NY","","",
"226","Open","RA0001","RAQUEL DISCOUNT STOR","Invoice","100993","123.44","20.24","  .00%",".00",".00","123.44","NET 30","EE","10/30/2013","W","PB","40","31 to 60"," 30","11/29/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","2157","RA0001","109934","","","100993","G235","","Shipped","10/30/13","FEDEX GROUND","    12","     1","","123.44","  20.24",".00","","557841386866","","NY","","",
"227","Open","RA0001","RAQUEL DISCOUNT STOR","Invoice","100992","87.79","15.79","  .00%",".00",".00","87.79","NET 30","EE","11/01/2013","W","PB","38","31 to 60"," 30","12/01/2013","","10/13","","","","","","000079","11/04/2013","","","No collection Info","2155B","RA0001","507279","","","100992","G235","","Shipped","10/30/13","FEDEX GROUND","    12","     1","","87.79","  15.79",".00","","","","NY","","",
"228","Open","RE0001","RED APPLE STORES INC","Invoice","100732","7,788.00",".00","  .00%",".00",".00","7,788.00","NET 30","EE","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000076","10/25/2013","","","No collection Info","1245877-00","RE0001","433423","","","100732","G183","","Shipped","10/18/13","CALL TO ROUTE","  1320","   110","14724","7,788.00","    .00",".00","","","","ON","","",
"229","Open","RE0001","RED APPLE STORES INC","Invoice","100733","2,435.40",".00","  .00%",".00",".00","2,435.40","NET 30","EE","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000076","10/25/2013","","","No collection Info","1245878-00","RE0001","433423","","","100733","G183","","Shipped","10/18/13","CALL TO ROUTE","   396","    33","14724","2,435.40","    .00",".00","","465700","","ON","","",
"230","Open","RE0001","RED APPLE STORES INC","Invoice","100741","1,490.40",".00","  .00%",".00",".00","1,490.40","NET 30","EE","10/18/2013","W","PB","52","31 to 60"," 30","11/17/2013","","10/13","","","","","","000076","10/25/2013","","","No collection Info","1245885-00","RE0001","433423","","","100741","G183","","Shipped","10/18/13","CALL TO ROUTE","   276","    23","147247","1,490.40","    .00",".00","","465700","","ON","","",
"231","Open","SE0001","SEARS","Invoice","100978","1,380.00",".00","  .00%",".00",".00","1,380.00","NET 30","DS","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000089","11/11/2013","","","No collection Info","08780694636","SE0002","NONE (EC)","","","100978","G247","","Shipped","11/04/13","CALL TO ROUTE","   276","    46","152508","1,380.00","    .00",".00","","","","","","",
"232","Open","SE0001","SEARS","Invoice","100979","240.00",".00","  .00%",".00",".00","240.00","NET 30","DS","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000089","11/11/2013","","","No collection Info","08936679136","SE0003","NONE (EC)","","","100979","G248","","Shipped","11/04/13","CALL TO ROUTE","    48","     8","152509","240.00","    .00",".00","","","","","","",
"233","Open","SE0001","SEARS","Invoice","100980","2,430.00",".00","  .00%",".00",".00","2,430.00","NET 30","DS","11/04/2013","W","PB","35","31 to 60"," 30","12/04/2013","","10/13","","","","","","000089","11/11/2013","","","No collection Info","08937656276","SE0004","NONE (EC)","","","100980","G249","","Shipped","11/04/13","CALL TO ROUTE","   486","    81","152510","2,430.00","    .00",".00","","","","","","",
"234","Open","SM0001","STEIN MART","Invoice","100336","189.00",".00","  .00%",".00",".00","189.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","29","1 to 30"," 30","12/10/2013","","08/13","","","","","","000067","10/16/2013","","","No collection Info","691583003","002167","214696","","","100336","G133","","Shipped","10/15/13","NART-NATIONAL R","    36","     3","149131","189.00","    .00",".00","000012","","","TN","","",
